iter	RMSE
0	22240.40062
1	21791.55715
2	21413.87061
3	20985.52903
4	20545.56671
5	20101.8822
6	19664.57139
7	19304.92668
8	18900.91272
9	18514.78421
10	18176.40278
11	17774.94197
12	17483.86424
13	17086.84052
14	16733.90804
15	16434.0126
16	16107.04444
17	15808.40396
18	15481.48048
19	15162.88358
20	14842.75224
21	14501.45514
22	14193.88422
23	13925.00511
24	13688.89302
25	13421.0256
26	13150.59582
27	12902.66452
28	12650.60804
29	12419.16007
30	12155.04812
31	11943.26325
32	11678.27379
33	11458.05363
34	11286.32575
35	11101.56883
36	10907.70201
37	10742.36322
38	10542.44958
39	10347.42037
40	10133.93947
41	9939.213657
42	9765.391109
43	9598.016093
44	9438.322146
45	9266.489665
46	9084.771706
47	8944.980459
48	8795.502942
49	8639.475238
50	8495.645829
51	8377.76717
52	8249.312639
53	8124.532301
54	7977.241918
55	7849.427602
56	7723.715173
57	7598.238612
58	7481.345497
59	7349.6811
60	7235.013593
61	7134.848159
62	7020.625925
63	6907.806421
64	6796.204406
65	6697.666061
66	6597.370796
67	6498.925695
68	6404.780863
69	6309.235395
70	6222.429399
71	6148.554445
72	6052.65415
73	5963.122214
74	5884.578324
75	5796.76426
76	5717.258709
77	5638.945992
78	5562.790184
79	5497.32152
80	5444.251231
81	5377.165205
82	5307.032602
83	5240.286158
84	5182.151538
85	5117.632107
86	5061.780569
87	5007.260325
88	4962.709226
89	4903.779114
90	4849.594175
91	4798.452089
92	4753.923787
93	4707.294747
94	4659.169377
95	4615.124367
96	4573.11278
97	4529.400777
98	4486.387965
99	4446.970379
100	4410.95545
101	4370.446502
102	4339.227897
103	4302.867483
104	4271.621204
105	4233.736115
106	4201.558812
107	4163.316635
108	4128.012878
109	4097.813991
110	4061.117243
111	4032.596684
112	3999.406056
113	3978.577908
114	3948.516379
115	3916.376458
116	3884.283816
117	3858.880748
118	3822.599191
119	3793.188762
120	3773.898458
121	3746.7497
122	3717.830311
123	3690.814963
124	3669.100886
125	3647.407419
126	3623.359506
127	3600.537835
128	3577.958196
129	3554.169348
130	3533.690291
131	3517.367755
132	3498.233036
133	3482.250304
134	3463.450788
135	3444.812564
136	3427.560745
137	3407.381784
138	3388.894756
139	3368.690859
140	3353.289842
141	3333.484683
142	3313.917741
143	3285.091446
144	3269.458435
145	3253.260187
146	3239.40739
147	3220.68627
148	3194.51303
149	3173.344124
150	3150.516607
151	3137.42287
152	3123.115446
153	3108.365139
154	3093.967006
155	3080.205658
156	3064.396266
157	3049.956007
158	3031.63656
159	3017.978219
160	2997.369038
161	2980.378671
162	2970.467214
163	2955.999532
164	2942.150015
165	2921.354502
166	2905.686213
167	2890.842434
168	2875.540845
169	2863.389909
170	2847.666174
171	2826.738263
172	2815.899437
173	2800.703376
174	2785.734522
175	2775.507942
176	2758.819373
177	2747.458767
178	2738.267331
179	2725.771417
180	2715.652319
181	2697.349332
182	2682.898511
183	2672.434245
184	2662.523927
185	2644.770498
186	2634.456802
187	2622.259283
188	2606.358035
189	2582.759829
190	2574.419285
191	2559.653645
192	2548.76621
193	2529.287531
194	2511.652723
195	2495.414337
196	2476.674664
197	2457.793852
198	2448.742856
199	2435.919083
200	2429.258726
201	2417.072204
202	2402.789155
203	2385.882876
204	2373.385812
205	2358.558268
206	2341.504057
207	2327.441118
208	2315.335554
209	2308.093483
210	2295.505102
211	2288.377212
212	2277.67569
213	2269.79837
214	2259.138043
215	2244.749988
216	2230.339374
217	2218.547307
218	2202.987762
219	2192.064683
220	2175.688599
221	2164.225967
222	2155.325885
223	2148.397185
224	2136.255368
225	2134.271789
226	2123.474196
227	2106.663538
228	2093.501819
229	2081.884273
230	2075.023939
231	2066.689138
232	2054.400349
233	2042.062124
234	2031.4923
235	2024.246557
236	2014.054873
237	2002.999024
238	1993.390952
239	1979.25702
240	1965.026126
241	1957.339393
242	1945.394408
243	1937.115014
244	1927.827833
245	1915.092403
246	1911.595366
247	1905.218144
248	1897.693255
249	1889.97491
250	1877.778823
251	1864.441263
252	1854.245803
253	1852.449558
254	1842.94962
255	1833.616841
256	1825.299303
257	1810.006545
258	1805.040045
259	1795.479509
260	1791.132184
261	1777.828302
262	1774.406062
263	1768.563378
264	1761.825269
265	1750.667318
266	1747.115916
267	1736.356464
268	1726.717147
269	1713.897498
270	1706.114997
271	1702.133571
272	1691.488319
273	1684.385106
274	1681.83703
275	1673.528216
276	1665.090061
277	1652.614981
278	1648.891135
279	1636.167097
280	1627.207688
281	1615.396983
282	1606.89464
283	1594.646438
284	1584.526811
285	1572.976915
286	1561.934279
287	1553.671102
288	1545.506733
289	1541.473836
290	1533.710673
291	1524.588562
292	1515.997976
293	1505.312896
294	1495.655837
295	1486.202676
296	1475.326026
297	1473.65982
298	1467.481308
299	1456.322648
300	1455.164399
301	1448.286512
302	1440.466705
303	1437.510582
304	1427.767019
305	1425.146204
306	1423.088532
307	1413.606697
308	1407.414899
309	1398.742626
310	1390.605006
311	1387.961744
312	1380.112665
313	1373.52244
314	1366.48324
315	1358.631298
316	1350.706744
317	1342.582587
318	1338.325949
319	1330.056518
320	1325.771265
321	1316.335925
322	1309.54711
323	1302.766753
324	1295.856269
325	1294.574442
326	1289.439819
327	1282.529459
328	1275.810363
329	1268.964774
330	1264.254174
331	1262.929403
332	1256.989695
333	1248.179845
334	1240.503513
335	1230.767096
336	1225.156095
337	1224.081817
338	1217.927539
339	1209.617204
340	1203.254482
341	1198.012688
342	1193.777795
343	1188.873478
344	1181.727797
345	1174.257935
346	1167.961897
347	1165.895496
348	1164.29508
349	1159.065911
350	1151.604473
351	1145.066559
352	1139.056545
353	1133.758774
354	1126.862168
355	1121.603271
356	1115.876481
357	1111.224223
358	1104.939734
359	1101.407585
360	1096.002895
361	1093.990406
362	1087.807506
363	1085.794625
364	1081.160598
365	1073.611135
366	1067.255929
367	1063.674911
368	1057.881764
369	1052.054632
370	1045.65989
371	1041.117957
372	1036.496175
373	1031.155158
374	1025.79867
375	1019.746636
376	1018.664895
377	1012.412318
378	1008.673511
379	1004.145074
380	1000.093313
381	995.7032106
382	991.394025
383	987.8464259
384	983.0544812
385	978.3049315
386	973.7822298
387	972.8244461
388	969.9158968
389	968.9405178
390	965.9229048
391	962.4345216
392	958.7464378
393	954.9091725
394	949.9742698
395	945.9624839
396	942.3548294
397	939.4555625
398	938.7582993
399	934.4482434
400	933.9109907
401	929.4767968
402	925.2149041
403	920.8751568
404	919.6828719
405	914.6934884
406	910.8884346
407	906.3749443
408	905.7554592
409	902.6569625
410	899.4739647
411	895.546615
412	894.9210713
413	893.1678272
414	888.4241742
415	885.7850575
416	882.0911048
417	881.5257658
418	878.9851079
419	875.8477292
420	875.0038365
421	871.2400021
