iter	Passed	Remaining
0	7	370787
1	14	366950
2	17	295927
3	21	266001
4	23	242184
5	26	224175
6	28	206734
7	31	196805
8	33	189309
9	35	179395
10	37	170548
11	40	168498
12	43	168301
13	45	162391
14	48	162466
15	51	163260
16	53	159288
17	56	158899
18	59	158534
19	61	155877
20	64	154137
21	65	150983
22	68	149409
23	69	146636
24	71	145269
25	74	144538
26	76	142688
27	79	142575
28	81	141329
29	84	141618
30	86	140838
31	89	140775
32	91	140170
33	94	139621
34	95	138273
35	96	135731
36	100	136580
37	102	136181
38	105	136311
39	107	136084
40	110	135793
41	112	134718
42	114	134510
43	116	133360
44	118	132370
45	120	131853
46	123	132481
47	126	132801
48	129	132870
49	131	132848
50	133	132054
51	135	131294
52	139	132487
53	141	132094
54	143	131188
55	144	130472
56	146	129991
57	148	129249
58	150	128818
59	153	128898
60	156	129145
61	158	129301
62	160	128719
63	162	128156
64	164	127725
65	166	127342
66	169	127664
67	172	128038
68	174	127443
69	176	127192
70	179	127214
71	180	126705
72	182	126147
73	185	126544
74	188	126762
75	190	126292
76	191	125191
77	191	123830
78	193	123765
79	195	123357
80	198	123271
81	201	123747
82	203	123894
83	205	123461
84	207	122993
85	209	122641
86	210	122246
87	213	122081
88	216	122349
89	219	122958
90	222	123105
91	223	122728
92	225	122352
93	227	121962
94	229	121863
95	231	121607
96	235	122254
97	238	122536
98	241	122982
99	244	123234
100	247	123409
101	250	123937
102	254	124316
103	255	123944
104	257	123717
105	259	123537
106	262	123468
107	264	123304
108	266	123433
109	269	123562
110	271	123330
111	273	123080
112	275	122883
113	277	122702
114	279	122485
115	282	122578
116	285	122824
117	287	122801
118	289	122501
119	291	122502
120	292	121771
121	294	121652
122	296	121455
123	299	121543
124	301	121358
125	303	121523
126	305	121364
127	308	121500
128	310	121354
129	312	121185
130	314	121069
131	317	121244
132	319	121076
133	321	120966
134	324	120930
135	330	122235
136	334	122868
137	336	122665
138	338	122557
139	340	122348
140	341	122120
141	344	122154
142	347	122247
143	349	122240
144	353	122671
145	356	122861
146	358	122718
147	361	122819
148	363	122903
149	366	123102
150	369	123119
151	370	122857
152	372	122643
153	374	122427
154	376	122376
155	379	122551
156	382	122752
157	385	122823
158	387	122821
159	389	122622
160	391	122422
161	395	122848
162	399	123364
163	402	123467
164	404	123261
165	407	123621
166	411	123896
167	413	123848
168	415	123860
169	417	123740
170	420	123654
171	422	123553
172	424	123523
173	427	123726
174	429	123525
175	431	123423
176	434	123395
177	436	123273
178	439	123619
179	444	124229
180	446	124260
181	448	124069
182	451	124079
183	453	123997
184	455	123829
185	459	124179
186	461	124295
187	464	124256
188	466	124134
189	468	124072
190	470	124027
191	473	124046
192	476	124130
193	479	124258
194	481	124295
195	484	124286
196	485	124094
197	487	123908
198	490	124055
199	492	123956
200	494	123806
201	496	123650
202	498	123460
203	500	123460
204	502	123398
205	505	123313
206	507	123420
207	510	123442
208	513	123463
209	515	123554
210	518	123530
211	520	123480
212	523	123671
213	526	123793
214	529	123824
215	532	123910
216	535	123987
217	537	124031
218	540	124181
219	543	124298
220	546	124426
221	550	124595
222	553	124752
223	556	124888
224	559	125001
225	561	124835
226	562	124678
227	565	124719
228	568	124705
229	570	124607
230	572	124609
231	575	124712
232	577	124512
233	578	124362
234	581	124313
235	585	124693
236	587	124697
237	590	124606
238	591	124455
239	594	124429
240	596	124483
241	599	124426
242	601	124392
243	604	124567
244	607	124610
245	609	124575
246	611	124489
247	614	124419
248	616	124378
249	618	124245
250	621	124512
251	624	124547
252	626	124516
253	628	124377
254	630	124236
255	632	124083
256	636	124444
257	639	124626
258	643	124793
259	645	124681
260	647	124630
261	650	124699
262	653	124766
263	655	124825
264	658	124799
265	660	124679
266	662	124561
267	664	124595
268	666	124499
269	669	124551
270	672	124651
271	674	124507
272	676	124394
273	677	124253
274	680	124242
275	682	124176
276	684	124184
277	687	124201
278	689	124104
279	690	123932
280	692	123779
281	694	123728
282	697	123785
283	699	123709
284	702	123687
285	704	123694
286	706	123625
287	708	123461
288	709	123330
289	712	123275
290	713	123172
291	716	123264
292	719	123301
293	721	123261
294	723	123131
295	725	123021
296	727	122983
297	729	122934
298	732	122940
299	734	122983
300	736	122845
301	738	122777
302	740	122671
303	742	122621
304	745	122644
305	747	122616
306	750	122709
307	752	122612
308	754	122491
309	755	122392
310	757	122303
311	759	122176
312	761	122130
313	764	122193
314	767	122215
315	769	122163
316	771	122164
317	773	122046
318	775	121936
319	776	121813
320	778	121689
321	780	121701
322	782	121616
323	785	121639
324	787	121631
325	790	121720
326	792	121626
327	794	121557
328	797	121626
329	799	121612
330	801	121545
331	803	121464
332	805	121372
333	807	121292
334	810	121389
335	813	121505
336	816	121524
337	818	121440
338	820	121353
339	821	121236
340	824	121258
341	826	121191
342	829	121268
343	832	121438
344	838	121939
345	843	122203
346	846	122323
347	848	122299
348	850	122287
349	852	122191
350	854	122076
351	856	122009
352	858	121910
353	860	121955
354	864	122053
355	865	121932
356	867	121835
357	869	121794
358	871	121696
359	873	121598
360	875	121535
361	877	121602
362	879	121503
363	881	121419
364	883	121343
365	886	121368
366	887	121262
367	889	121169
368	891	121183
369	895	121311
370	898	121364
371	900	121349
372	902	121311
373	904	121217
374	905	121098
375	907	120983
376	911	121162
377	913	121083
378	914	120989
379	916	120922
380	918	120858
381	921	120846
382	922	120740
383	925	120821
384	928	120861
385	930	120805
386	932	120709
387	934	120711
388	937	120723
389	938	120622
390	941	120599
391	943	120663
392	946	120632
393	947	120550
394	950	120528
395	951	120441
396	954	120473
397	958	120636
398	960	120661
399	963	120664
400	965	120590
401	967	120546
402	969	120487
403	971	120469
404	974	120496
405	976	120492
406	978	120486
407	980	120383
408	982	120318
409	985	120351
410	986	120284
411	988	120220
412	991	120285
413	993	120218
414	996	120213
415	997	120112
416	999	120084
417	1001	120048
418	1004	120018
419	1007	120097
420	1009	120040
421	1011	120000
422	1013	119983
423	1015	119992
424	1018	119985
425	1020	119919
426	1024	120096
427	1027	120213
428	1031	120377
429	1033	120366
430	1036	120437
431	1039	120498
432	1042	120513
433	1044	120444
434	1046	120441
435	1048	120389
436	1050	120380
437	1052	120332
438	1055	120398
439	1057	120365
440	1059	120307
441	1061	120221
442	1063	120207
443	1065	120109
444	1067	120066
445	1070	120165
446	1072	120119
447	1074	120043
448	1075	119937
449	1078	119910
450	1079	119847
451	1082	119810
452	1084	119759
453	1086	119773
454	1088	119774
455	1090	119704
456	1093	119742
457	1096	119777
458	1097	119696
459	1099	119630
460	1102	119650
461	1104	119643
462	1106	119595
463	1109	119618
464	1111	119578
465	1112	119489
466	1114	119437
467	1117	119415
468	1120	119546
469	1122	119505
470	1124	119477
471	1126	119404
472	1129	119414
473	1131	119399
474	1134	119444
475	1135	119373
476	1137	119286
477	1140	119327
478	1142	119291
479	1144	119268
480	1146	119208
481	1148	119130
482	1150	119132
483	1153	119236
484	1156	119232
485	1157	119157
