iter	Passed	Remaining
0	59	3011485
1	62	1588375
2	65	1097886
3	67	850457
4	70	712816
5	72	609516
6	74	536064
7	76	482014
8	79	444940
9	81	410391
10	83	383629
11	86	364424
12	90	351033
13	92	332466
14	95	319742
15	96	305092
16	98	292377
17	100	282807
18	104	277202
19	106	267607
20	107	258921
21	109	251985
22	113	248783
23	115	243238
24	118	240206
25	121	236654
26	124	233382
27	126	228186
28	128	223226
29	129	217213
30	131	213537
31	134	211696
32	137	209639
33	139	206624
34	142	204967
35	144	202772
36	148	202364
37	151	201439
38	154	199848
39	157	198339
40	158	194928
41	161	194177
42	164	192622
43	167	191963
44	169	190151
45	171	188009
46	173	186724
47	175	184947
48	178	183839
49	180	182392
50	184	182477
51	186	180596
52	188	179469
53	191	178660
54	193	177531
55	195	176317
56	201	177908
57	205	178342
58	207	177515
59	209	175962
60	211	174829
61	214	174152
62	217	174422
63	219	173018
64	221	171946
65	223	170763
66	226	170444
67	229	170149
68	232	170123
69	236	170111
70	238	169308
71	242	169703
72	244	168587
73	246	168282
74	249	167547
75	251	167027
76	254	166600
77	256	165754
78	258	164714
79	259	163767
80	262	163667
81	266	163753
82	269	163420
83	271	162803
84	273	162118
85	275	161469
86	278	161559
87	281	161367
88	283	160541
89	285	159846
90	287	159295
91	290	159154
92	292	158606
93	295	158193
94	297	157763
95	299	157354
96	301	156798
97	304	156589
98	307	156448
99	309	155911
100	312	155982
101	314	155390
102	316	154852
103	318	154176
104	319	153515
105	321	152862
106	323	152290
107	326	152188
108	327	151593
109	330	151225
110	331	150635
111	334	150443
112	337	150349
113	338	149774
114	341	149509
115	344	149437
116	346	149090
117	347	148531
118	349	148046
119	351	147586
120	353	147079
121	353	146121
122	356	145822
123	358	145517
124	360	145481
125	363	145235
126	365	145008
127	367	144778
128	370	144719
129	372	144449
130	375	144234
131	377	143955
132	379	143600
133	380	143180
134	383	143240
135	386	143108
136	388	142700
137	390	142580
138	392	142208
139	394	141809
140	396	141538
141	399	141776
142	402	141737
143	406	142081
144	410	142514
145	412	142267
146	414	142141
147	417	142019
148	419	141701
149	422	141693
150	425	141905
151	428	141777
152	430	141581
153	432	141261
154	434	140976
155	436	140903
156	439	140804
157	441	140824
158	444	140782
159	447	140639
160	450	140890
161	452	140705
162	455	140690
163	458	140579
164	460	140444
165	462	140191
166	464	139928
167	466	139627
168	468	139387
169	471	139679
170	473	139469
171	476	139336
172	478	139265
173	480	139073
174	482	138782
175	484	138492
176	487	138614
177	489	138357
178	491	138081
179	492	137805
180	495	137750
181	497	137486
182	499	137242
183	501	137233
184	505	137541
185	508	137567
186	510	137358
187	512	137111
188	514	136885
189	516	136772
190	518	136687
191	520	136510
192	523	136524
193	525	136311
194	527	136172
195	530	136110
196	532	135887
197	534	135893
198	537	135954
199	540	135887
200	542	135738
201	544	135544
202	546	135342
203	548	135208
204	551	135246
205	553	135013
206	554	134773
207	557	134680
208	559	134680
209	561	134563
210	563	134398
211	566	134391
212	569	134353
213	571	134246
214	573	134215
215	575	134002
216	577	133879
217	580	133828
218	582	133800
219	585	133885
220	587	133689
221	589	133558
222	592	133493
223	595	133665
224	598	133728
225	601	133846
226	603	133682
227	605	133498
228	608	133554
229	610	133457
230	612	133353
231	615	133407
232	618	133410
233	621	133442
234	622	133238
235	624	133056
236	626	132863
237	628	132678
238	631	132747
239	632	132551
240	634	132352
241	636	132243
242	638	132103
243	640	131989
244	643	131900
245	645	131817
246	647	131830
247	650	131879
248	654	132091
249	657	132099
250	658	131922
251	660	131779
252	663	131784
253	665	131624
254	666	131424
255	669	131320
256	671	131279
257	674	131258
258	675	131091
259	677	130957
260	680	130953
261	682	130923
262	684	130761
263	686	130622
264	688	130568
265	690	130397
266	692	130225
267	694	130250
268	697	130275
269	699	130111
270	701	129950
271	703	129872
272	704	129681
273	706	129472
274	707	129292
275	709	129128
276	712	129102
277	713	128961
278	715	128784
279	717	128621
280	718	128444
281	720	128275
282	722	128150
283	724	128067
284	726	128056
285	729	128153
286	731	127997
287	733	127876
288	735	127734
289	737	127623
290	738	127479
291	740	127309
292	742	127207
293	744	127071
294	745	126950
295	747	126839
296	749	126688
297	751	126585
298	753	126544
299	756	126544
300	758	126511
301	761	126533
302	763	126504
303	766	126504
304	767	126360
305	769	126213
306	771	126121
307	774	126240
308	777	126311
309	779	126189
310	781	126077
311	783	125997
312	786	126070
313	790	126297
314	793	126482
315	796	126509
316	799	126531
317	801	126510
318	803	126404
319	805	126293
320	808	126461
321	811	126528
322	813	126441
323	815	126328
324	817	126206
325	819	126194
326	822	126150
327	824	126165
328	827	126183
329	829	126150
330	831	126092
331	833	126014
332	835	125907
333	837	125819
334	840	125803
335	842	125751
336	844	125722
337	846	125662
338	848	125610
339	850	125546
340	853	125567
341	855	125528
342	858	125610
343	861	125539
344	862	125459
345	864	125343
346	866	125226
347	868	125175
348	871	125244
349	873	125120
350	875	125071
351	877	125075
352	879	124984
353	881	124890
354	883	124783
355	886	124871
356	889	124933
357	891	124828
358	893	124753
359	895	124733
360	897	124683
361	901	124796
362	903	124799
363	905	124676
364	906	124560
365	908	124443
366	910	124330
367	912	124304
368	914	124190
369	916	124167
370	918	124070
371	920	124069
372	923	124051
373	924	123945
374	927	123931
375	928	123834
376	930	123733
377	932	123702
378	936	123822
379	938	123846
380	941	123876
381	944	123960
382	947	123925
383	948	123853
384	951	123912
385	955	124011
386	957	124006
387	959	123961
388	962	123961
389	963	123854
390	966	123836
391	969	123961
392	972	124042
393	975	124113
394	978	124175
395	981	124210
396	985	124387
397	988	124412
398	990	124320
399	992	124287
400	994	124189
401	995	124115
402	997	124056
403	1000	124075
404	1003	124142
405	1005	124032
406	1007	123944
407	1009	123939
408	1011	123835
409	1012	123735
410	1015	123738
411	1017	123682
412	1019	123580
413	1020	123469
414	1022	123452
415	1024	123356
416	1027	123354
417	1029	123300
418	1032	123382
419	1034	123362
420	1036	123285
421	1038	123292
422	1041	123342
423	1043	123276
424	1047	123443
425	1050	123531
426	1052	123452
427	1054	123372
428	1057	123433
429	1059	123359
430	1061	123313
431	1064	123356
432	1066	123260
433	1068	123208
434	1069	123125
435	1071	123080
436	1074	123147
437	1078	123265
438	1080	123258
439	1083	123232
440	1084	123156
441	1088	123226
442	1091	123337
443	1093	123333
444	1097	123466
445	1101	123623
446	1106	123890
447	1110	124053
448	1113	124178
449	1118	124373
450	1122	124548
451	1127	124789
452	1130	124937
453	1134	125049
454	1137	125154
455	1141	125242
456	1144	125358
457	1148	125475
458	1151	125562
459	1155	125665
460	1158	125740
461	1161	125843
