id,section,round,home_team,away_team,weather,temperature,humidity,attendance,home_team_score,away_team_score,capacity,スカパー!,スカパー!プレミアムサービス,スカパー,e2,スカパー(スカチャンHD、スカチャン),DAZN,スカパー!(パーフェクト チョイス),スカパー光,e2スカチャン,J SPORTS(録),NHK BS1,e2スカチャンHD,BS,e2(スカチャン!),テレ玉,BS-i,BS-TBS,e2(スカチャン!HV),静岡放送,NHK総合,holiday_flag,long_weekend_flag,discomfort_index,home_team_became_first,home_team_rank,away_team_rank,home_team_last_year_rank,away_team_last_year_rank,home_team_scored,away_team_scored,home_team_conceded,home_team_winning_streak,away_team_winning_streak,home_team_losing_streak,away_team_losing_streak,year,month,day,day_of_week,hour,month_sin,month_cos,day_sin,day_cos,day_of_week_sin,day_of_week_cos,hour_sin,hour_cos,section_sin,section_cos,venue_prefecture,venue_region,away_prefecture,home_same_prefecture,home_same_region,away_same_prefecture,away_same_region,distance_category
9190,1,1,G大阪,浦和,4,8.3,40.0,20916,1,1,21000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50.5898,False,1.0,2.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2006,3,4,5,16,1.0,6.123233995736766e-17,0.72479278722912,0.6889669190756866,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,0.1645945902807339,0.9863613034027223,大阪府,近畿,埼玉県,False,True,False,False,4
9191,1,2,甲府,清水,4,12.9,28.0,14277,0,2,15859,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56.32088,False,4.0,1.0,-1.0,-1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2006,3,5,6,13,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890683,0.1645945902807339,0.9863613034027223,山梨県,中部,静岡県,False,True,False,True,1
9192,1,2,FC東京,大分,4,12.1,35.0,22531,2,0,48999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,55.28865,False,2.0,6.0,-1.0,-1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2006,3,5,6,13,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890683,0.1645945902807339,0.9863613034027223,東京都,関東,大分県,False,True,False,False,3
9193,1,2,磐田,福岡,4,11.6,42.0,28564,1,1,51697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.513279999999995,False,5.0,6.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2006,3,5,6,14,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,0.1645945902807339,0.9863613034027223,静岡県,中部,福岡県,False,True,False,False,3
9194,1,2,名古屋,C大阪,4,13.1,32.0,17199,3,2,20223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56.485079999999996,False,3.0,10.0,-1.0,-1.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,2006,3,5,6,14,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,0.1645945902807339,0.9863613034027223,愛知県,中部,大阪府,False,True,False,False,2
9195,1,2,大宮,千葉,4,12.6,33.0,13085,4,2,62010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55.90342,False,4.0,12.0,-1.0,-1.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,2006,3,5,6,15,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479,0.1645945902807339,0.9863613034027223,埼玉県,関東,千葉県,False,True,False,True,1
9196,1,2,川崎F,新潟,4,13.3,34.0,17444,6,0,26827,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56.68778,False,5.0,14.0,-1.0,-1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,2006,3,5,6,15,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479,0.1645945902807339,0.9863613034027223,神奈川県,関東,新潟県,False,True,False,False,2
9197,1,2,広島,鹿島,2,12.4,58.0,17564,3,4,36894,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,55.17008,False,16.0,6.0,-1.0,-1.0,3.0,4.0,4.0,0.0,1.0,1.0,0.0,2006,3,5,6,15,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479,0.1645945902807339,0.9863613034027223,広島県,中国,茨城県,False,True,False,False,4
9198,1,2,横浜FM,京都,4,12.6,34.0,23607,4,1,72081,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,55.88516,False,7.0,18.0,-1.0,-1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2006,3,5,6,15,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479,0.1645945902807339,0.9863613034027223,神奈川県,関東,京都,False,True,False,False,4
9199,2,1,浦和,磐田,4,16.0,48.0,56512,3,1,62010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,59.9992,True,1.0,10.0,-1.0,-1.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,2006,3,11,5,14,1.0,6.123233995736766e-17,0.7907757369376989,-0.6121059825476626,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,0.32469946920468346,0.9458172417006346,埼玉県,関東,静岡県,False,True,False,False,2
9200,2,1,千葉,甲府,4,15.3,51.0,11896,2,2,19470,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59.12497,False,13.0,10.0,-1.0,-1.0,4.0,2.0,6.0,0.0,0.0,1.0,1.0,2006,3,11,5,15,1.0,6.123233995736766e-17,0.7907757369376989,-0.6121059825476626,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479,0.32469946920468346,0.9458172417006346,千葉県,関東,山梨県,False,True,False,False,2
