iter	RMSE
0	22003.2582
1	21554.9384
2	21066.55818
3	20671.24953
4	20288.13933
5	19879.17469
6	19470.0004
7	19051.48844
8	18686.18811
9	18298.31842
10	17916.95159
11	17589.4319
12	17215.34116
13	16945.53059
14	16627.20398
15	16272.52618
16	15947.26799
17	15660.86998
18	15316.66354
19	15019.69418
20	14725.8128
21	14428.8591
22	14169.45634
23	13954.47712
24	13706.6617
25	13454.07232
26	13244.04303
27	13020.69773
28	12804.49772
29	12572.87394
30	12320.6769
31	12097.18622
32	11872.08787
33	11667.10042
34	11483.32194
35	11281.37244
36	11081.91692
37	10854.14409
38	10681.08202
39	10494.04813
40	10313.78399
41	10115.22387
42	9971.396517
43	9804.911453
44	9652.730389
45	9493.161217
46	9350.726789
47	9196.584128
48	9054.862887
49	8911.552702
50	8759.047983
51	8590.104205
52	8464.570446
53	8337.721502
54	8182.299216
55	8058.320268
56	7937.307246
57	7823.748069
58	7706.753291
59	7587.619178
60	7466.07039
61	7354.772774
62	7247.823579
63	7131.44531
64	7042.008234
65	6951.308299
66	6866.21942
67	6790.496583
68	6700.972496
69	6600.410075
70	6507.634795
71	6410.829743
72	6338.979922
73	6274.197256
74	6208.336582
75	6127.402894
76	6056.12235
77	5983.823241
78	5906.857035
79	5842.097207
80	5782.057788
81	5723.184893
82	5663.354828
83	5600.975863
84	5529.686066
85	5472.838394
86	5420.154492
87	5370.602107
88	5313.729278
89	5255.625795
90	5216.680155
91	5172.395137
92	5117.43082
93	5067.385321
94	5016.382074
95	4973.981584
96	4925.586986
97	4874.615611
98	4828.161696
99	4777.939872
100	4736.655178
101	4698.784938
102	4654.660107
103	4618.042901
104	4576.973905
105	4534.065664
106	4498.543988
107	4458.522621
108	4424.69777
109	4391.809596
110	4362.882642
111	4328.624686
112	4304.241366
113	4267.139765
114	4226.604936
115	4203.396849
116	4170.222139
117	4140.517962
118	4107.00899
119	4072.390964
120	4045.298507
121	4018.264769
122	3996.822559
123	3967.707486
124	3945.959434
125	3922.039005
126	3900.255392
127	3872.871778
128	3844.245437
129	3823.320141
130	3803.698366
131	3783.584275
132	3761.998094
133	3743.402328
134	3723.369301
135	3700.24522
136	3677.599176
137	3658.585011
138	3634.227944
139	3615.074761
140	3599.213315
141	3578.045239
142	3553.49761
143	3537.187128
144	3507.910877
145	3489.867206
146	3474.982714
147	3457.683946
148	3440.910157
149	3419.947746
150	3394.807551
151	3366.88875
152	3350.934536
153	3331.356599
154	3320.044234
155	3306.033745
156	3293.165058
157	3269.155767
158	3250.73871
159	3229.493909
160	3208.564061
161	3191.574477
162	3170.052047
163	3151.345201
164	3131.464737
165	3114.154845
166	3098.170213
167	3081.627268
168	3070.316031
169	3052.963169
170	3040.803886
171	3026.606203
172	3015.95232
173	3004.270794
174	2986.493692
175	2972.622327
176	2953.913155
177	2942.686038
178	2921.958159
179	2909.679962
180	2888.991461
181	2873.052148
182	2848.885087
183	2832.932625
184	2814.881696
185	2793.777173
186	2770.466675
187	2748.593906
188	2737.065534
189	2722.702414
190	2716.341504
191	2696.893017
192	2681.749496
193	2670.219079
194	2655.700114
195	2644.289186
196	2635.178188
197	2624.290591
198	2615.164235
199	2603.90638
200	2589.680641
201	2581.595515
202	2568.334173
203	2551.794758
204	2539.533688
205	2516.429863
206	2507.081235
207	2498.358329
208	2483.050653
209	2475.947989
210	2469.143873
211	2463.096811
212	2455.402264
213	2451.197796
214	2430.69121
215	2423.689669
216	2410.64104
217	2402.959135
218	2394.8544
219	2387.903983
220	2378.619042
221	2373.238441
222	2354.905269
223	2345.058539
224	2334.213327
225	2319.218027
226	2309.660227
227	2301.352262
228	2287.891542
229	2281.607883
230	2269.913274
231	2256.967407
232	2251.929853
233	2241.267576
234	2235.068503
235	2225.255616
236	2219.938512
237	2210.702723
238	2198.323343
239	2190.961138
240	2184.654515
241	2174.510271
242	2168.494818
243	2164.702973
244	2161.147458
245	2147.061393
246	2143.090414
247	2135.792768
248	2124.117202
249	2114.945572
250	2110.998722
251	2107.414615
252	2104.101878
253	2098.214179
254	2093.407788
255	2089.877378
256	2086.337624
257	2079.68078
258	2066.679308
259	2057.283459
260	2045.358425
261	2037.108619
262	2032.139195
263	2029.77999
264	2018.011614
265	2014.783171
266	2009.17067
267	2006.442137
268	1996.38141
269	1993.242638
270	1982.966283
271	1973.79241
272	1963.814496
273	1956.095417
274	1946.705674
275	1940.59535
276	1932.632498
277	1925.758417
278	1920.708408
279	1914.195131
280	1912.451352
281	1906.517751
282	1904.282987
283	1896.482058
284	1889.71969
285	1884.046877
286	1879.136257
287	1873.27566
288	1865.045238
289	1856.207158
290	1849.994212
291	1844.320174
292	1835.305415
293	1827.941717
294	1823.986676
295	1815.65999
296	1810.786054
297	1800.26742
298	1792.196826
299	1785.24502
300	1779.172727
301	1774.764405
302	1769.971355
303	1760.412289
304	1756.178335
305	1747.465139
306	1741.93224
307	1737.563391
308	1735.496237
309	1726.960282
310	1723.868119
311	1718.580399
312	1713.448961
313	1708.18988
314	1704.466043
315	1700.374295
316	1690.130733
317	1686.321608
318	1683.520737
319	1677.554524
320	1671.503253
321	1669.675173
322	1661.424531
323	1654.807355
324	1651.915533
325	1645.756776
326	1637.404046
327	1624.579965
328	1617.526653
329	1610.216232
330	1605.2134
331	1599.642527
332	1593.900001
333	1588.101048
334	1586.598916
335	1585.550148
336	1577.366136
337	1568.80244
338	1560.723205
339	1555.997796
340	1548.315007
341	1537.473376
342	1535.81749
343	1523.894005
344	1518.096285
345	1514.803922
346	1513.18703
347	1511.466218
348	1505.579511
349	1493.901496
350	1491.607048
351	1487.629357
352	1479.464447
353	1475.142241
354	1467.252579
355	1458.463311
356	1449.965464
357	1443.922633
358	1437.272871
359	1431.329427
360	1429.497668
361	1427.824717
362	1422.826872
363	1418.79307
364	1416.563079
365	1415.122089
366	1410.776359
367	1402.261479
368	1401.004992
369	1394.241679
370	1391.678212
371	1389.67241
372	1383.29348
373	1381.88714
374	1376.541681
375	1367.70819
376	1363.313382
377	1360.758298
378	1359.282941
379	1358.236979
380	1356.998788
381	1348.397748
382	1341.213822
383	1336.264158
384	1330.295488
385	1327.169413
386	1324.16326
387	1318.881165
388	1316.063973
389	1313.841336
390	1309.044852
391	1307.717822
392	1302.450849
393	1297.351138
394	1294.404969
395	1286.509345
396	1280.196068
397	1278.880597
398	1278.132845
399	1277.247891
400	1276.387056
401	1269.317256
402	1267.251398
403	1263.449243
404	1257.774747
405	1250.189288
406	1247.553411
407	1245.431983
408	1238.790334
409	1235.19792
410	1231.400276
411	1229.011535
412	1224.52043
413	1221.994116
414	1220.651055
415	1217.065158
416	1216.101838
417	1213.469637
418	1209.271111
419	1207.505678
420	1201.04788
421	1196.779327
422	1189.940495
423	1184.723599
424	1183.620113
425	1181.50233
426	1176.178007
427	1173.125681
428	1167.607031
429	1165.2312
430	1162.95958
431	1161.155489
432	1157.953551
433	1155.120642
434	1153.983906
435	1151.278731
436	1148.689316
437	1142.321724
438	1140.713603
439	1135.030588
440	1131.514095
441	1130.478468
442	1126.861977
443	1122.669278
444	1119.040812
445	1116.367055
446	1112.232231
447	1111.344277
448	1109.423443
449	1107.179373
450	1105.662476
451	1101.843798
452	1098.110078
453	1094.825607
454	1093.869003
455	1092.770948
456	1092.114063
457	1087.675081
458	1086.507766
459	1083.542773
460	1082.722595
461	1080.724841
462	1074.441106
463	1071.922283
464	1071.024512
465	1068.838886
466	1064.448275
467	1061.603534
468	1058.960679
469	1053.592905
470	1052.282127
471	1051.10579
472	1050.475972
473	1049.335403
474	1045.728256
475	1039.281576
476	1035.796859
477	1030.701634
478	1028.642239
479	1027.929334
480	1026.60204
481	1024.367906
482	1020.554554
483	1015.251754
484	1009.51576
485	1008.163374
486	1007.193488
487	1006.205722
488	1001.889054
489	1000.630448
490	999.216997
491	992.2271991
492	991.1560981
493	990.3541484
494	987.641849
495	983.5833556
496	978.1530194
497	974.8015161
