iter	RMSE
0	22644.62785
1	22177.46147
2	21736.98842
3	21294.91945
4	20934.60294
5	20464.44912
6	20001.93653
7	19544.48541
8	19145.25686
9	18745.32291
10	18322.22133
11	17942.81252
12	17579.976
13	17259.20321
14	16946.40083
15	16649.71891
16	16314.9171
17	15949.99216
18	15639.15695
19	15326.01211
20	15004.44231
21	14688.63778
22	14385.07327
23	14099.88444
24	13800.15805
25	13545.19129
26	13291.43353
27	13017.02559
28	12801.18431
29	12562.20957
30	12364.07629
31	12154.81232
32	11908.55051
33	11689.36712
34	11458.2481
35	11280.58761
36	11081.28247
37	10875.34386
38	10674.56332
39	10480.05623
40	10301.91842
41	10143.14024
42	9986.255762
43	9833.667999
44	9668.573718
45	9470.951715
46	9304.177542
47	9117.162408
48	8971.270416
49	8837.117037
50	8694.526835
51	8570.276656
52	8448.936633
53	8320.364134
54	8206.008077
55	8087.262643
56	7947.560199
57	7852.044882
58	7739.366736
59	7627.037432
60	7523.471334
61	7413.200091
62	7309.884017
63	7212.970053
64	7116.757813
65	7011.67695
66	6918.302992
67	6824.966877
68	6723.799418
69	6636.249999
70	6548.893127
71	6472.354116
72	6391.566079
73	6304.18459
74	6226.474691
75	6159.487194
76	6092.645393
77	6010.217934
78	5934.002022
79	5861.440951
80	5783.242331
81	5717.027117
82	5655.045143
83	5592.631254
84	5541.983423
85	5482.492018
86	5418.717609
87	5361.303657
88	5308.38604
89	5257.788781
90	5211.469787
91	5170.393103
92	5124.9554
93	5086.969114
94	5036.239817
95	4986.945155
96	4942.911088
97	4897.811858
98	4853.420227
99	4819.183812
100	4786.282761
101	4748.618984
102	4704.700808
103	4666.694441
104	4635.911411
105	4598.759092
106	4562.741588
107	4518.755278
108	4488.628403
109	4458.04892
110	4416.719679
111	4388.26569
112	4349.617892
113	4317.960734
114	4285.474873
115	4263.757304
116	4231.872351
117	4196.577511
118	4166.585495
119	4141.506746
120	4117.395899
121	4086.077016
122	4060.673299
123	4032.976466
124	4007.198853
125	3974.016358
126	3954.032059
127	3933.190408
128	3902.965926
129	3881.264334
130	3853.279297
131	3833.948822
132	3812.677352
133	3784.469896
134	3760.139792
135	3738.022195
136	3723.59196
137	3693.233591
138	3675.367201
139	3657.365199
140	3635.690603
141	3621.245905
142	3603.877424
143	3584.173011
144	3556.525105
145	3533.973757
146	3521.761255
147	3506.372647
148	3489.30552
149	3467.396739
150	3450.987534
151	3435.714264
152	3406.724272
153	3389.37524
154	3370.610139
155	3355.321501
156	3338.11803
157	3319.383868
158	3299.742989
159	3275.153319
160	3256.575929
161	3243.757236
162	3230.711514
163	3210.777167
164	3193.429802
165	3174.728407
166	3161.444244
167	3147.798233
168	3126.264919
169	3106.533455
170	3085.827042
171	3070.084763
172	3055.457495
173	3042.041245
174	3026.210296
175	3006.709517
176	2995.484105
177	2970.245421
178	2958.222637
179	2948.69603
180	2937.36272
181	2925.235794
182	2908.974841
183	2899.511694
184	2888.328877
185	2878.092449
186	2860.95965
187	2846.94505
188	2830.886623
189	2822.761236
190	2809.316269
191	2794.737967
192	2778.399104
193	2765.001316
194	2750.090124
195	2740.697318
196	2728.272376
197	2718.110202
198	2704.902859
199	2693.55983
200	2683.56265
201	2669.249834
202	2659.990514
203	2649.083046
204	2643.133588
205	2632.022623
206	2620.690656
207	2612.232003
208	2604.427136
209	2597.983396
210	2584.574686
211	2569.386884
212	2557.438501
213	2552.409259
214	2540.447225
215	2529.956001
216	2514.660918
217	2507.224653
218	2499.932897
219	2489.557094
220	2485.151309
221	2473.721762
222	2467.011952
223	2460.429477
224	2447.329283
225	2431.731015
226	2421.241122
227	2412.362159
228	2403.780887
229	2392.369993
230	2379.34368
231	2374.249002
232	2368.132094
233	2354.007082
234	2347.694923
235	2343.559509
236	2340.277897
237	2333.879198
238	2325.691886
239	2312.213203
240	2305.165728
241	2296.439887
242	2286.386944
243	2282.496478
