iter	Passed	Remaining
0	6	344350
1	13	329775
2	17	302114
3	20	265051
4	23	239168
5	26	226114
6	29	214432
7	32	204268
8	35	200508
9	38	196042
10	42	194638
11	45	191517
12	48	188098
13	51	186675
14	55	185911
15	59	186770
16	63	189010
17	66	186212
18	70	186269
19	73	184698
20	76	184086
21	80	184432
22	83	182500
23	86	182701
24	90	183054
25	94	182958
26	96	181286
27	99	179955
28	103	179328
29	106	179224
30	109	178847
31	112	178128
32	116	178024
33	119	178111
34	123	178189
35	126	177349
36	129	177052
37	132	176498
38	136	176664
39	139	176428
40	143	176373
41	146	175651
42	149	174885
43	152	174385
44	154	173534
45	156	171952
46	160	172189
47	163	171358
48	167	171979
49	170	172085
50	173	171954
51	176	171579
52	178	169670
53	181	169867
54	184	169645
55	188	170023
56	191	169762
57	195	169684
58	198	169595
59	200	168965
60	204	169316
61	207	168871
62	210	168575
63	214	168661
64	217	168632
65	221	169060
66	225	169444
67	227	169036
68	231	168857
69	233	168575
70	237	168634
71	241	169135
72	244	168893
73	247	168597
74	250	168241
75	255	169219
76	258	169411
77	261	169161
78	264	168855
79	268	169039
80	271	169140
81	274	169065
82	277	168835
83	281	168861
84	283	168390
85	286	167735
86	289	167571
87	292	167762
88	296	167948
89	299	167846
90	303	167931
91	306	167758
92	309	167683
93	312	167468
94	315	167356
95	318	167388
96	321	167295
97	324	167143
98	327	166722
99	331	166964
100	336	167943
101	339	167966
102	343	167912
103	346	167671
104	347	167008
105	351	166991
106	354	166844
107	357	166707
108	358	165886
109	362	166159
110	365	165851
111	368	165795
112	371	165852
113	375	165879
114	378	165794
115	381	165722
116	384	165690
117	388	165806
118	391	165708
119	394	165662
120	397	165399
121	400	165354
122	402	165025
123	406	165258
124	410	165258
125	412	164957
126	416	165095
127	419	165101
128	422	164786
129	424	164591
130	427	164355
131	430	164078
132	434	164497
133	437	164474
134	440	164482
135	443	164280
136	445	163945
137	449	164039
138	453	164356
139	457	164402
140	460	164395
141	463	164293
142	466	164284
143	470	164513
